Loan_Type,Income,LoanAmount,Tenure,DownPayment,Credit_History,Dependents,Education,EmploymentType,Experience,LoanPurpose,PropertyValue,GoldValue,SecurityValue,CoApplicantIncome,Loan_Approved
Business,158336,2757583,360,167318,1,3,Not Graduate,Freelancer,12,Business Expansion,,,,,1
Business,38088,2960214,60,682376,1,2,Graduate,Freelancer,2,Refinance,,,,,0
Business,21608,1529609,36,185128,1,0,Not Graduate,Business Owner,29,Business Expansion,,,,,0
Business,20958,866371,120,141751,1,0,Graduate,Freelancer,25,Refinance,,,,,1
Business,32903,3766919,180,850012,1,1,Not Graduate,Self-Employed,4,Education,,,,,1
Business,197611,1281917,60,215849,0,4,Not Graduate,Business Owner,26,Education,,,,,0
Business,46198,2486846,60,214115,1,0,Not Graduate,Self-Employed,10,Renovation,,,,,0
Business,140398,2176151,12,218015,1,4,Graduate,Freelancer,28,Renovation,,,,,0
Business,147046,3799334,180,958153,0,2,Graduate,Freelancer,8,Education,,,,,0
Business,195120,82890,36,16066,0,3,Graduate,Self-Employed,25,Education,,,,,0
Business,21230,155170,36,41017,1,0,Graduate,Salaried,2,Refinance,,,,,1
Business,27212,1616891,360,178277,0,4,Not Graduate,Salaried,4,Business Expansion,,,,,0
Business,80225,468109,60,97802,0,1,Not Graduate,Self-Employed,25,Refinance,,,,,0
Business,74746,1686405,24,348337,1,0,Not Graduate,Salaried,6,Business Expansion,,,,,0
Business,143763,287043,120,71878,0,4,Not Graduate,Freelancer,30,Business Expansion,,,,,0
Business,198054,850392,240,85852,0,1,Not Graduate,Freelancer,28,Renovation,,,,,0
Business,78733,3687880,24,382230,1,0,Not Graduate,Business Owner,10,Business Expansion,,,,,0
Business,87221,3916137,12,580082,1,2,Graduate,Business Owner,20,Refinance,,,,,0
Business,155924,1082444,24,280295,0,4,Graduate,Salaried,3,Purchase,,,,,0
Business,71265,3804675,12,380314,1,0,Not Graduate,Business Owner,4,Renovation,,,,,0
Business,94537,4441587,180,297823,0,0,Graduate,Freelancer,4,Refinance,,,,,0
Business,48809,2587992,240,677110,0,3,Graduate,Freelancer,7,Refinance,,,,,0
Business,169427,3951049,240,1118628,1,0,Not Graduate,Freelancer,2,Education,,,,,1
Business,85198,185757,12,46003,1,0,Not Graduate,Self-Employed,2,Purchase,,,,,1
Business,150647,1077705,180,186556,0,3,Graduate,Business Owner,18,Business Expansion,,,,,0
Business,162877,1255158,120,279963,0,3,Not Graduate,Freelancer,26,Renovation,,,,,0
Business,15440,2768904,180,242646,0,1,Not Graduate,Salaried,11,Refinance,,,,,0
Business,163344,2801869,240,323793,0,0,Not Graduate,Freelancer,16,Education,,,,,0
Business,78204,2762015,180,176337,0,1,Not Graduate,Salaried,12,Renovation,,,,,0
Business,31689,1824528,12,498621,1,2,Not Graduate,Self-Employed,18,Business Expansion,,,,,0
Business,133605,2419304,360,548571,0,0,Not Graduate,Self-Employed,9,Purchase,,,,,0
Business,114624,1254113,360,328232,0,0,Graduate,Business Owner,24,Business Expansion,,,,,0
Business,27799,2209555,240,519742,0,0,Graduate,Self-Employed,20,Refinance,,,,,0
Business,140486,1497871,12,127453,1,4,Not Graduate,Business Owner,4,Education,,,,,0
Business,174138,4133181,180,858383,1,2,Graduate,Salaried,3,Business Expansion,,,,,1
Business,192511,2948760,120,678041,1,3,Graduate,Business Owner,22,Refinance,,,,,1
Business,124448,340793,24,53209,0,2,Not Graduate,Business Owner,30,Business Expansion,,,,,0
Business,136321,533223,24,89674,1,3,Graduate,Business Owner,30,Education,,,,,1
Business,106833,3863655,180,314362,0,1,Not Graduate,Business Owner,6,Business Expansion,,,,,0
Business,138460,3574316,36,1023028,1,4,Not Graduate,Salaried,18,Renovation,,,,,0
Business,30224,978520,240,197524,0,4,Graduate,Freelancer,4,Refinance,,,,,0
Business,34235,2721633,24,255454,0,0,Not Graduate,Business Owner,3,Renovation,,,,,0
Business,74622,2740908,60,567355,0,3,Not Graduate,Salaried,11,Renovation,,,,,0
Business,144344,3326654,240,943386,1,4,Graduate,Business Owner,24,Renovation,,,,,1
Business,168691,4611209,24,651764,1,2,Not Graduate,Business Owner,7,Purchase,,,,,0
Business,98976,3781263,60,779329,1,4,Not Graduate,Business Owner,27,Refinance,,,,,0
Business,41463,91393,240,14220,1,0,Graduate,Salaried,6,Renovation,,,,,1
Business,94527,2813357,24,151272,1,4,Not Graduate,Freelancer,13,Education,,,,,0
Business,51695,4244801,60,824824,1,3,Not Graduate,Business Owner,10,Renovation,,,,,0
Business,115972,2899506,12,714389,1,4,Not Graduate,Business Owner,15,Refinance,,,,,0
Business,42854,286936,240,71540,1,2,Graduate,Freelancer,25,Purchase,,,,,1
Business,108003,4696633,36,484913,1,3,Not Graduate,Freelancer,15,Education,,,,,0
Business,162716,3608511,240,826477,0,2,Not Graduate,Freelancer,4,Business Expansion,,,,,0
Business,59900,4090739,360,558858,0,4,Not Graduate,Business Owner,14,Business Expansion,,,,,0
Business,66689,4245853,12,1084436,0,2,Not Graduate,Salaried,3,Renovation,,,,,0
Business,125779,1366352,24,75471,0,2,Graduate,Business Owner,27,Purchase,,,,,0
Business,157143,303681,360,37274,0,2,Not Graduate,Salaried,16,Purchase,,,,,0
Business,48738,3982547,12,555236,1,4,Graduate,Self-Employed,2,Education,,,,,0
Business,125565,4113202,12,473834,1,1,Graduate,Business Owner,13,Purchase,,,,,0
Business,67970,2444352,12,328206,1,0,Graduate,Salaried,20,Business Expansion,,,,,0
Business,196783,1737059,360,274618,0,4,Graduate,Self-Employed,21,Purchase,,,,,0
Business,30718,264921,180,15732,1,2,Graduate,Freelancer,0,Business Expansion,,,,,1
Business,181287,4762341,12,456368,0,4,Not Graduate,Salaried,25,Education,,,,,0
Business,194693,2701754,360,687263,0,1,Graduate,Freelancer,3,Business Expansion,,,,,0
Business,40721,2423225,360,723462,1,3,Graduate,Freelancer,15,Business Expansion,,,,,1
Business,88584,760156,240,125517,1,0,Graduate,Salaried,9,Education,,,,,1
Business,76113,818427,180,145408,1,0,Not Graduate,Salaried,0,Renovation,,,,,1
Business,124521,2794423,12,464299,0,0,Graduate,Self-Employed,17,Purchase,,,,,0
Business,68835,1943828,180,154924,0,2,Graduate,Freelancer,20,Business Expansion,,,,,0
Business,197940,2674936,36,479716,0,0,Graduate,Business Owner,13,Renovation,,,,,0
Business,181845,4764096,120,311064,1,0,Graduate,Freelancer,9,Refinance,,,,,1
Business,117366,1803050,360,308843,1,2,Graduate,Salaried,22,Refinance,,,,,1
Business,107949,3449993,240,737949,1,2,Not Graduate,Business Owner,14,Education,,,,,1
Business,78339,141161,120,38260,0,0,Not Graduate,Business Owner,26,Business Expansion,,,,,0
Business,171962,1589585,24,409689,1,4,Not Graduate,Salaried,3,Education,,,,,1
Business,128836,1800201,36,219703,1,1,Not Graduate,Salaried,0,Renovation,,,,,1
Business,112441,428310,24,61283,0,1,Not Graduate,Self-Employed,0,Purchase,,,,,0
Business,110177,4099041,240,751102,0,1,Not Graduate,Business Owner,4,Business Expansion,,,,,0
Business,83460,1427897,24,334702,0,2,Graduate,Self-Employed,25,Purchase,,,,,0
Business,136468,2245249,24,368576,0,0,Graduate,Business Owner,15,Renovation,,,,,0
Business,153136,3026603,24,258196,0,0,Not Graduate,Self-Employed,2,Refinance,,,,,0
Business,52623,4842881,360,557865,1,2,Graduate,Salaried,3,Purchase,,,,,1
Business,20161,3330360,360,449969,1,3,Graduate,Freelancer,23,Education,,,,,1
Business,196186,1416607,120,205473,1,4,Graduate,Business Owner,30,Business Expansion,,,,,1
Business,122395,2496730,120,215527,1,4,Not Graduate,Self-Employed,11,Renovation,,,,,1
Business,27800,3026286,24,581605,0,3,Graduate,Business Owner,16,Refinance,,,,,0
Business,192151,2102259,360,136887,0,2,Not Graduate,Business Owner,4,Business Expansion,,,,,0
Business,98281,2417640,60,244844,1,0,Graduate,Freelancer,4,Refinance,,,,,1
Business,177417,4225080,120,325283,1,1,Graduate,Freelancer,10,Refinance,,,,,1
Business,187987,4015354,36,932974,1,3,Not Graduate,Salaried,8,Education,,,,,1
Business,119785,3121248,120,700764,0,1,Graduate,Freelancer,3,Refinance,,,,,0
Business,143525,2155825,120,330812,0,0,Not Graduate,Freelancer,4,Refinance,,,,,0
Business,37763,3036014,60,524161,0,0,Not Graduate,Salaried,25,Business Expansion,,,,,0
Business,159440,3871740,240,768984,0,2,Graduate,Freelancer,21,Education,,,,,0
Business,102769,2266112,240,143987,0,2,Not Graduate,Salaried,0,Renovation,,,,,0
Business,104851,4334130,12,675378,1,4,Not Graduate,Business Owner,24,Refinance,,,,,0
Business,70124,2727999,12,629776,1,2,Not Graduate,Salaried,14,Purchase,,,,,0
Business,186865,1703546,24,472816,0,3,Not Graduate,Freelancer,12,Education,,,,,0
Business,189017,2172799,240,456454,1,2,Graduate,Salaried,11,Refinance,,,,,1
Business,134081,1495818,360,366492,0,0,Not Graduate,Freelancer,1,Renovation,,,,,0
Business,125177,3601067,180,976675,0,0,Graduate,Salaried,8,Purchase,,,,,0
Business,126604,1485050,180,130250,1,1,Graduate,Business Owner,20,Renovation,,,,,1
Business,57488,2023678,12,122996,1,0,Graduate,Freelancer,16,Purchase,,,,,0
Business,74049,4173793,120,831003,0,2,Graduate,Freelancer,1,Education,,,,,0
Business,189997,3429788,12,180199,0,1,Not Graduate,Self-Employed,29,Business Expansion,,,,,0
Business,126612,4537381,120,824228,1,1,Not Graduate,Business Owner,16,Renovation,,,,,1
Business,30312,2458873,120,361402,0,1,Graduate,Self-Employed,29,Purchase,,,,,0
Business,90785,3312635,180,422070,1,1,Not Graduate,Business Owner,6,Purchase,,,,,1
Business,126182,1348436,120,391765,0,1,Graduate,Freelancer,17,Education,,,,,0
Business,136839,4318139,12,384155,1,1,Not Graduate,Self-Employed,9,Renovation,,,,,0
Business,135442,3681725,24,221516,0,4,Graduate,Self-Employed,0,Refinance,,,,,0
Business,26390,2650004,180,321009,0,3,Graduate,Self-Employed,29,Education,,,,,0
Business,197787,1223183,360,177092,0,0,Graduate,Salaried,3,Purchase,,,,,0
Business,145363,2337465,12,239316,1,0,Not Graduate,Self-Employed,14,Education,,,,,0
Business,149242,2747498,120,479515,1,2,Not Graduate,Freelancer,15,Business Expansion,,,,,1
Business,42996,3849630,360,943661,0,4,Graduate,Salaried,29,Renovation,,,,,0
Business,167800,633205,60,94744,1,0,Not Graduate,Business Owner,26,Refinance,,,,,1
Business,65706,1353102,12,287213,0,1,Graduate,Freelancer,3,Purchase,,,,,0
Business,123884,4370170,12,1120483,0,4,Graduate,Salaried,7,Refinance,,,,,0
Business,191345,2756597,60,512015,1,0,Not Graduate,Salaried,18,Refinance,,,,,1
Business,177824,2736402,120,214590,0,1,Graduate,Salaried,3,Refinance,,,,,0
Business,138190,1419694,36,241168,1,4,Graduate,Freelancer,21,Renovation,,,,,1
Business,197843,647537,180,168891,1,4,Graduate,Business Owner,23,Purchase,,,,,1
Business,187875,347220,120,33109,1,0,Not Graduate,Business Owner,30,Education,,,,,1
Business,51011,630270,120,154813,0,2,Not Graduate,Business Owner,17,Purchase,,,,,0
Business,70734,102343,24,15073,0,0,Not Graduate,Salaried,18,Business Expansion,,,,,0
Business,120169,1622203,60,389584,1,0,Not Graduate,Freelancer,24,Renovation,,,,,1
Business,20009,3562712,120,438362,1,2,Not Graduate,Business Owner,13,Refinance,,,,,0
Business,96695,4981792,24,818149,0,2,Not Graduate,Freelancer,4,Business Expansion,,,,,0
Business,100691,2570359,60,675316,1,0,Graduate,Salaried,24,Purchase,,,,,1
Business,158856,3653488,12,411865,1,0,Not Graduate,Business Owner,26,Renovation,,,,,0
Business,61952,3895556,60,550724,1,0,Not Graduate,Self-Employed,10,Renovation,,,,,0
Business,189048,1435984,12,410505,0,4,Graduate,Salaried,5,Business Expansion,,,,,0
Business,156197,2369286,180,623146,1,4,Graduate,Freelancer,30,Renovation,,,,,1
Business,78332,2003734,120,209886,1,3,Graduate,Freelancer,22,Refinance,,,,,1
Business,112701,152683,360,21513,1,3,Not Graduate,Business Owner,12,Education,,,,,1
Business,152528,4595858,60,881147,1,4,Graduate,Self-Employed,15,Purchase,,,,,1
Business,77560,1947074,12,355976,0,0,Graduate,Business Owner,22,Education,,,,,0
Business,129977,2199719,240,406949,1,0,Graduate,Business Owner,1,Refinance,,,,,1
Business,176401,968826,60,84318,1,2,Not Graduate,Freelancer,9,Business Expansion,,,,,1
Business,146257,3050429,240,849875,1,1,Not Graduate,Salaried,24,Education,,,,,1
Business,174706,686631,360,182249,1,1,Graduate,Salaried,15,Education,,,,,1
Business,163422,4471495,12,1132097,0,0,Graduate,Salaried,23,Purchase,,,,,0
Business,88811,4644728,36,1297156,1,1,Graduate,Freelancer,20,Business Expansion,,,,,0
Business,42871,266483,36,63698,1,3,Graduate,Salaried,1,Education,,,,,1
Business,191322,1441874,60,108644,0,0,Not Graduate,Freelancer,17,Business Expansion,,,,,0
Business,170020,952415,120,218963,1,4,Not Graduate,Freelancer,12,Renovation,,,,,1
Business,146982,4024751,60,926294,0,2,Not Graduate,Salaried,12,Renovation,,,,,0
Business,84427,2919609,240,283943,1,3,Graduate,Freelancer,15,Purchase,,,,,1
Business,57519,4004959,180,805491,0,2,Graduate,Business Owner,21,Education,,,,,0
Business,49391,527479,12,136071,0,3,Not Graduate,Salaried,17,Renovation,,,,,0
Business,115964,4565194,12,995734,1,1,Graduate,Salaried,21,Education,,,,,0
Business,191650,1876532,360,417063,0,4,Graduate,Self-Employed,27,Renovation,,,,,0
Business,18058,4649796,24,393107,1,0,Graduate,Freelancer,5,Purchase,,,,,0
Business,45238,873811,180,224901,1,4,Not Graduate,Freelancer,5,Education,,,,,1
Business,30358,1632815,12,292439,0,4,Not Graduate,Business Owner,0,Education,,,,,0
Business,181547,2103578,120,158672,1,0,Not Graduate,Freelancer,23,Business Expansion,,,,,1
Business,70371,1969480,12,488636,0,3,Not Graduate,Salaried,18,Purchase,,,,,0
Business,74496,4317238,240,853971,0,4,Not Graduate,Self-Employed,6,Purchase,,,,,0
Business,133492,75705,120,16860,0,1,Graduate,Self-Employed,6,Purchase,,,,,0
Business,181869,1577537,24,218693,1,0,Graduate,Salaried,5,Refinance,,,,,1
Business,130906,4661629,36,734613,1,3,Graduate,Self-Employed,8,Purchase,,,,,0
Business,60332,4346085,240,815628,1,0,Graduate,Salaried,23,Refinance,,,,,1
Business,83719,3899575,36,314270,0,3,Graduate,Business Owner,9,Business Expansion,,,,,0
Business,177892,824328,36,130153,1,4,Not Graduate,Business Owner,28,Business Expansion,,,,,1
Business,91774,4783963,120,1082496,0,0,Graduate,Self-Employed,2,Purchase,,,,,0
Business,111886,3208429,12,847269,0,0,Not Graduate,Business Owner,19,Purchase,,,,,0
Business,186474,1307412,360,263556,0,2,Graduate,Salaried,26,Refinance,,,,,0
Business,125118,1486994,120,174419,1,2,Not Graduate,Freelancer,12,Business Expansion,,,,,1
Business,144355,1886167,24,238266,1,1,Not Graduate,Self-Employed,4,Renovation,,,,,1
Business,118330,4774692,180,293908,1,1,Graduate,Business Owner,9,Business Expansion,,,,,1
Business,197765,4834529,60,940575,1,4,Not Graduate,Business Owner,2,Education,,,,,1
Business,180727,4108032,120,554133,1,3,Not Graduate,Salaried,6,Renovation,,,,,1
Business,89678,2846873,240,781653,0,3,Not Graduate,Salaried,0,Purchase,,,,,0
Business,120920,4720837,12,1292248,0,4,Not Graduate,Self-Employed,30,Renovation,,,,,0
Business,138298,863416,24,154128,1,0,Not Graduate,Business Owner,24,Business Expansion,,,,,1
Business,178973,2260884,36,553975,0,2,Graduate,Business Owner,3,Renovation,,,,,0
Business,169961,4218340,360,548479,1,1,Graduate,Salaried,2,Business Expansion,,,,,1
Business,161021,232092,360,44689,1,0,Not Graduate,Business Owner,0,Education,,,,,1
Business,57259,3641789,360,670932,1,2,Not Graduate,Salaried,29,Education,,,,,1
Business,38559,4767378,60,1368519,0,4,Not Graduate,Self-Employed,6,Renovation,,,,,0
Business,39801,4224695,180,1136874,0,4,Graduate,Salaried,23,Purchase,,,,,0
Business,163386,1886771,240,435512,0,0,Not Graduate,Freelancer,6,Education,,,,,0
Business,158727,4731493,360,1272731,0,3,Not Graduate,Self-Employed,30,Renovation,,,,,0
Business,176321,3202914,36,674787,1,2,Not Graduate,Business Owner,19,Business Expansion,,,,,1
Business,66823,1749820,180,173088,0,0,Graduate,Freelancer,28,Education,,,,,0
Business,135622,309615,36,82280,0,4,Graduate,Self-Employed,11,Education,,,,,0
Business,158989,731217,60,94576,0,3,Graduate,Business Owner,11,Purchase,,,,,0
Business,26105,3928209,60,239583,0,4,Graduate,Freelancer,16,Refinance,,,,,0
Business,75737,4197432,60,602141,0,3,Graduate,Self-Employed,15,Refinance,,,,,0
Business,191530,511229,24,135512,0,4,Not Graduate,Salaried,20,Refinance,,,,,0
Business,159060,3394271,24,803574,0,0,Not Graduate,Freelancer,9,Business Expansion,,,,,0
Business,131467,1259059,12,249502,0,4,Not Graduate,Freelancer,16,Business Expansion,,,,,0
Business,29532,1912981,360,186721,1,1,Graduate,Business Owner,24,Refinance,,,,,1
Business,44703,4818388,240,278149,0,0,Graduate,Self-Employed,20,Business Expansion,,,,,0
Business,168773,2977666,360,708755,0,3,Graduate,Self-Employed,18,Renovation,,,,,0
Business,111687,125852,180,13047,0,3,Graduate,Business Owner,7,Refinance,,,,,0
Business,44621,3626136,60,585466,0,0,Graduate,Business Owner,13,Purchase,,,,,0
Business,66161,3042927,60,404069,0,2,Not Graduate,Salaried,19,Purchase,,,,,0
Business,130412,1672363,360,409400,1,2,Graduate,Salaried,17,Renovation,,,,,1
Business,198248,1056420,12,151201,0,0,Graduate,Freelancer,0,Business Expansion,,,,,0
Business,143762,587429,60,109362,1,3,Not Graduate,Salaried,30,Refinance,,,,,1
Business,145395,3157316,12,450525,1,0,Not Graduate,Business Owner,28,Education,,,,,0
Business,97023,4168854,24,358759,0,3,Not Graduate,Business Owner,28,Business Expansion,,,,,0
Business,37676,4008313,360,846151,1,1,Graduate,Self-Employed,22,Renovation,,,,,1
Business,116820,4179326,36,388049,0,4,Not Graduate,Freelancer,9,Renovation,,,,,0
Business,126643,3919616,24,721557,1,3,Not Graduate,Freelancer,11,Refinance,,,,,0
Business,146217,2263269,24,195641,1,2,Graduate,Salaried,25,Renovation,,,,,0
Business,139397,4052253,180,1086782,0,2,Graduate,Business Owner,0,Education,,,,,0
Business,116449,4773046,60,949707,0,0,Not Graduate,Salaried,25,Renovation,,,,,0
Business,190560,1381399,36,133981,1,3,Graduate,Freelancer,13,Renovation,,,,,1
Business,59663,4195499,120,999426,0,2,Not Graduate,Self-Employed,23,Purchase,,,,,0
Business,29957,681556,240,118186,0,4,Not Graduate,Freelancer,29,Renovation,,,,,0
Business,181610,3899458,180,559548,1,3,Not Graduate,Salaried,10,Business Expansion,,,,,1
Business,159091,2976020,60,560003,1,0,Not Graduate,Freelancer,7,Business Expansion,,,,,1
Business,29766,4612446,360,1030793,1,1,Graduate,Freelancer,28,Purchase,,,,,1
Business,54531,1867977,360,215604,0,0,Not Graduate,Business Owner,24,Purchase,,,,,0
Business,78012,3787362,360,316685,1,0,Graduate,Self-Employed,16,Renovation,,,,,1
Business,195233,1207229,60,83020,0,3,Graduate,Freelancer,9,Business Expansion,,,,,0
Business,29066,2962684,36,760383,1,3,Graduate,Self-Employed,11,Business Expansion,,,,,0
Business,178433,4119264,36,311256,1,1,Graduate,Freelancer,14,Renovation,,,,,0
Business,162657,2441859,36,631537,1,3,Graduate,Self-Employed,5,Refinance,,,,,1
Business,178685,3950101,36,325539,0,2,Not Graduate,Freelancer,12,Education,,,,,0
Business,89137,4076593,12,320261,0,1,Graduate,Freelancer,13,Renovation,,,,,0
Business,148814,4590007,12,786863,1,0,Graduate,Freelancer,16,Purchase,,,,,0
Business,132001,784553,240,173747,0,0,Graduate,Self-Employed,12,Business Expansion,,,,,0
Business,27637,2179644,60,604912,1,2,Not Graduate,Self-Employed,7,Purchase,,,,,0
Business,94613,1335748,240,162208,0,3,Not Graduate,Freelancer,15,Education,,,,,0
Business,117981,1922698,36,141871,1,4,Graduate,Freelancer,12,Refinance,,,,,1
Business,185224,2818398,36,794241,0,2,Not Graduate,Salaried,2,Business Expansion,,,,,0
Business,117463,3954170,240,510465,1,0,Not Graduate,Self-Employed,5,Education,,,,,1
Business,29248,2216274,360,361488,1,0,Not Graduate,Freelancer,30,Purchase,,,,,1
Business,128043,596361,12,69470,0,3,Graduate,Salaried,1,Renovation,,,,,0
Business,44335,4695749,60,1267567,0,2,Graduate,Salaried,7,Business Expansion,,,,,0
Business,73054,3886513,240,1094687,1,2,Not Graduate,Business Owner,18,Renovation,,,,,1
Business,49144,1013623,36,88014,0,3,Graduate,Salaried,1,Refinance,,,,,0
Business,126979,1446730,12,159994,0,4,Not Graduate,Self-Employed,24,Renovation,,,,,0
Business,107247,2836868,36,178730,0,3,Not Graduate,Salaried,13,Purchase,,,,,0
Business,38340,2833835,180,185025,1,2,Graduate,Self-Employed,27,Purchase,,,,,1
Business,198381,188421,36,9456,0,0,Graduate,Salaried,2,Education,,,,,0
Business,193655,4559576,360,1067442,0,3,Not Graduate,Business Owner,27,Education,,,,,0
Business,97705,1344213,36,180604,1,4,Not Graduate,Business Owner,0,Refinance,,,,,1
Business,163077,110401,12,23077,0,3,Graduate,Freelancer,5,Purchase,,,,,0
Business,169593,1149685,12,245317,0,0,Not Graduate,Self-Employed,16,Business Expansion,,,,,0
Business,195288,3586976,60,884143,0,0,Not Graduate,Salaried,4,Education,,,,,0
Business,79153,4006984,360,573584,0,0,Graduate,Business Owner,0,Business Expansion,,,,,0
Business,169412,852735,360,92717,1,2,Graduate,Salaried,28,Refinance,,,,,1
Business,87441,3837367,180,1036599,1,3,Not Graduate,Salaried,11,Refinance,,,,,1
Business,166488,297308,120,28501,1,3,Not Graduate,Business Owner,0,Education,,,,,1
Business,126078,4656725,240,828713,1,2,Graduate,Salaried,9,Refinance,,,,,1
Business,172968,435570,180,42282,0,1,Graduate,Business Owner,12,Renovation,,,,,0
Business,149857,3660852,24,286422,0,4,Graduate,Freelancer,12,Business Expansion,,,,,0
Business,178754,1608997,36,446755,1,3,Not Graduate,Business Owner,1,Renovation,,,,,1
Business,82347,1685083,120,347202,1,1,Graduate,Freelancer,14,Refinance,,,,,1
Business,193939,2043572,24,106541,1,0,Graduate,Self-Employed,7,Education,,,,,1
Business,41095,2707410,24,362344,1,4,Graduate,Self-Employed,14,Renovation,,,,,0
Business,193173,2067391,360,216952,1,0,Not Graduate,Business Owner,19,Purchase,,,,,1
Business,114922,1896498,360,140307,1,4,Graduate,Self-Employed,4,Purchase,,,,,1
Business,103582,4197595,24,977237,0,4,Not Graduate,Freelancer,11,Refinance,,,,,0
Business,123791,877873,120,58624,1,2,Not Graduate,Business Owner,9,Purchase,,,,,1
Business,181410,1280713,60,356466,0,1,Not Graduate,Freelancer,29,Refinance,,,,,0
Business,85870,2190923,240,366428,0,0,Not Graduate,Salaried,15,Purchase,,,,,0
Business,124173,1217869,24,182161,0,3,Not Graduate,Freelancer,26,Purchase,,,,,0
Business,15081,1626931,360,434355,1,2,Graduate,Freelancer,28,Refinance,,,,,1
Business,196394,515523,360,122370,0,2,Not Graduate,Self-Employed,10,Refinance,,,,,0
Business,30738,2838324,120,674020,1,2,Not Graduate,Freelancer,19,Refinance,,,,,0
Business,101179,2694570,360,266132,1,0,Graduate,Business Owner,18,Renovation,,,,,1
Business,117584,4176418,36,680045,1,4,Graduate,Salaried,15,Refinance,,,,,0
Business,118268,286086,360,49627,0,3,Graduate,Salaried,3,Education,,,,,0
Business,173183,1905105,36,195568,0,2,Not Graduate,Self-Employed,11,Refinance,,,,,0
Business,134939,2291673,24,615463,0,3,Graduate,Salaried,12,Business Expansion,,,,,0
Business,17568,4112798,36,813582,0,0,Not Graduate,Freelancer,25,Business Expansion,,,,,0
Business,119622,2189649,360,487573,1,2,Not Graduate,Freelancer,28,Education,,,,,1
Business,147113,4167184,180,930561,0,0,Not Graduate,Freelancer,9,Education,,,,,0
Business,36213,2096371,60,285818,1,0,Not Graduate,Freelancer,18,Refinance,,,,,0
Business,182142,988105,180,80252,1,3,Not Graduate,Business Owner,2,Refinance,,,,,1
Business,114714,2899437,36,406365,1,2,Graduate,Business Owner,28,Education,,,,,0
Business,146584,1490171,360,312975,0,3,Not Graduate,Business Owner,29,Refinance,,,,,0
Business,32865,974030,120,189277,1,2,Graduate,Freelancer,27,Business Expansion,,,,,1
Business,21021,1154137,180,181518,0,4,Not Graduate,Salaried,7,Purchase,,,,,0
Business,59572,4577259,60,484340,1,4,Graduate,Business Owner,28,Renovation,,,,,0
Business,18736,3161134,60,842677,1,0,Graduate,Business Owner,18,Refinance,,,,,0
Business,122304,3727967,36,329201,1,2,Not Graduate,Freelancer,25,Refinance,,,,,0
Business,121126,3492411,240,576786,1,3,Not Graduate,Salaried,6,Business Expansion,,,,,1
Business,88821,1461353,24,388822,1,2,Graduate,Freelancer,19,Business Expansion,,,,,0
Business,196428,3341802,60,891387,0,3,Graduate,Business Owner,8,Business Expansion,,,,,0
Business,20182,3279168,120,431045,1,1,Not Graduate,Salaried,11,Refinance,,,,,0
Business,145263,3599381,240,328561,0,2,Not Graduate,Business Owner,6,Business Expansion,,,,,0
Business,177233,3412227,360,593068,0,0,Not Graduate,Freelancer,2,Education,,,,,0
Business,138031,4668226,180,546693,0,0,Graduate,Salaried,1,Business Expansion,,,,,0
Business,76676,1292468,180,129936,0,3,Graduate,Salaried,24,Purchase,,,,,0
Business,111498,4685924,180,379212,1,4,Graduate,Business Owner,29,Renovation,,,,,1
Business,31192,1201732,36,159637,1,2,Not Graduate,Freelancer,1,Education,,,,,0
Business,83955,1592827,36,349654,0,1,Graduate,Salaried,16,Education,,,,,0
Business,54987,4423344,36,381660,0,1,Graduate,Self-Employed,26,Purchase,,,,,0
Business,168551,450174,120,84236,1,4,Graduate,Freelancer,27,Purchase,,,,,1
Business,179201,3448596,360,298812,0,1,Not Graduate,Business Owner,6,Purchase,,,,,0
Business,189533,3713637,120,259186,0,0,Graduate,Business Owner,15,Refinance,,,,,0
Business,168097,2270953,12,235874,0,0,Not Graduate,Self-Employed,15,Business Expansion,,,,,0
Business,113551,4242581,360,1255438,0,3,Not Graduate,Self-Employed,29,Business Expansion,,,,,0
Business,140753,2794143,240,626440,1,2,Graduate,Salaried,10,Refinance,,,,,1
Business,169755,4627859,36,640083,0,4,Not Graduate,Freelancer,23,Education,,,,,0
Business,136569,2128628,360,163605,0,1,Graduate,Self-Employed,9,Refinance,,,,,0
Business,170281,2667107,180,187236,0,3,Not Graduate,Business Owner,11,Purchase,,,,,0
Business,162554,3635908,24,932903,1,4,Not Graduate,Business Owner,3,Refinance,,,,,0
Business,135526,4969793,36,768311,1,3,Graduate,Business Owner,13,Business Expansion,,,,,0
Business,177351,4619363,60,430527,1,2,Not Graduate,Business Owner,22,Business Expansion,,,,,1
Business,108726,1736002,60,268161,1,0,Graduate,Salaried,6,Refinance,,,,,1
Business,16532,544401,240,132233,1,4,Not Graduate,Freelancer,30,Renovation,,,,,1
Business,143215,1282770,180,69561,0,3,Graduate,Freelancer,17,Refinance,,,,,0
Business,74119,4798160,24,1189973,1,0,Not Graduate,Freelancer,18,Renovation,,,,,0
Business,83934,509016,120,120781,1,4,Graduate,Business Owner,21,Renovation,,,,,1
Business,78039,155768,60,33375,1,0,Graduate,Freelancer,19,Education,,,,,1
Business,43107,1375974,60,188987,0,3,Not Graduate,Freelancer,19,Business Expansion,,,,,0
Business,72992,3918534,24,290595,1,0,Graduate,Business Owner,12,Refinance,,,,,0
Business,78589,709611,36,97294,1,4,Not Graduate,Self-Employed,6,Refinance,,,,,1
